station,area,habitat,receiver,model,transmit_id,code_set,type,ret_req,target,company,bma,farm_id,farm_name,vessel,techs,lat_dd,long_dd,lat_ddm,long_ddm,lat_deploy_dd,long_deploy_dd,deploy_datetime_utc_3,deploy_datetime_utc,gps,recorded_deploy_depth,est_depth,riser_length,instrument_depth,deployment_comments,retrieved_y_n_l,status,retreival_vessel,retrieval_techs,retrieval_latitude_dd,retrieval_longitude_dd,gps_id,ret_depth,ret_datetime_utc_3,ret_datetime_utc,offload_datetime_utc_3,offload_datetime_utc,saved_in_folder,backed_up,fouling,hydrophone_coverage,organisms,data_check,added_to_vue_y_n,log_size,filename,retrieval_comments
SCR-I-01,Saint Croix River,estuary,106547,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.1717,-67.24197,45° 10.302',-67° 14.518',45.17161,-67.24128,2021-05-03T12:12:00Z,2021-05-03T15:12:00Z,23,NA,3.1,0.8,2.48098,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.17115,-67.24055,990,9.8,2021-11-19T13:04:00Z,2021-11-19T16:04:00Z,2021-11-22T12:19:00Z,2021-11-22T15:19:00Z,Y,Y,heavy,70,barnacles,Y,y,2.1,VR2W_106547_20211122_2.csv,station entered as SCR-I-02 in VUE; exported new file as .csv with corrected station
SCR-I-01B,Saint Croix River,estuary,548190,VR2AR,60654,A69-1601-60654,gate,April,river,NA,NA,NA,NA,Salar,"Wilson, B.; Black, M.",NA,NA,NA,NA,45.1736,-67.24353,2021-11-19T13:19:00Z,2021-11-19T16:19:00Z,991,9.1,3.2,2.5,2.6,NA,Y,recovered,Salar,"Black, M.; Wilson, B., English, G.",45.1736,-67.24353,11,NA,2022-05-11T11:12:00Z,2022-05-11T14:12:00Z,2022-05-11T14:13:00Z,2022-05-11T17:13:00Z,Y,Y,light,0,none,Y,Y,NA,VR2AR_548190_20220511_1.csv,NA
SCR-M-01,Saint Croix River,estuary,480909,VR2Tx,62909,A69-1601-62909,gate,November,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.16421,-67.1649,45° 9.853',-67° 9.894',45.16429,-67.16446,2021-05-03T12:29:00Z,2021-05-03T15:29:00Z,24,NA,10.6,0.8,9.9869,NA,y,recovered,Salar,"Black, M.; Wilson, B.",45.16405,-67.16325,992,14.5,2021-11-19T13:39:00Z,2021-11-19T16:39:00Z,2021-11-19T15:55:00Z,2021-11-19T18:55:00Z,Y,Y,heavy,10,ciona,Y,y,4.5,VR2Tx_480909_20211119_1.csv,NA
SCR-M-02,Saint Croix River,estuary,108826,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Eubalaena,"Wilson, B.; Black, M.",45.12283,-67.13278,NA,NA,45.12332,-67.1344,2021-09-17T11:29:00Z,2021-09-17T14:29:00Z,753,NA,3.9,0.8,3.311,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.12332,-67.1344,NA,NA,2021-11-19T14:30:00Z,2021-11-19T17:30:00Z,2021-11-19T16:04:00Z,2021-11-19T19:04:00Z,Y,Y,light,0,none,Y,y,0.2,VR2W_108826_20211119_1.csv,NA
SCR-O-01,Saint Croix River,estuary,101362,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.07811,-67.10349,45° 4.687',-67° 6.209',45.07793,-67.10369,2021-05-07T09:54:00Z,2021-05-07T12:54:00Z,92,NA,18.9,0.8,18.3103,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.07793,-67.10369,NA,NA,2021-12-01T14:30:00Z,2021-12-01T17:30:00Z,2021-12-03T16:59:00Z,2021-12-03T19:59:00Z,Y,Y,light,50,ciona,Y,y,1.3,VR2W_101362_20211203_1.csv,"float and line fouled, barely afloat - retreived at low, slack"
SCR-O-02,Saint Croix River,estuary,101365,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.07874,-67.09846,45° 4.724',-67° 5.907',45.07891,-67.09892,2021-05-07T09:52:00Z,2021-05-07T12:52:00Z,91,NA,29.3,0.8,28.7178,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.07891,-67.09892,NA,NA,2021-12-01T14:10:00Z,2021-12-01T17:10:00Z,2021-12-03T17:02:00Z,2021-12-03T20:02:00Z,Y,Y,light,50,ciona,Y,y,1.2,VR2W_101365_20211203_1.csv,"float and line fouled, barely afloat - retreived at low, slack"
SCR-O-03,Saint Croix River,estuary,106527,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.07941,-67.09296,45° 4.765',-67° 5.578',45.07935,-67.09274,2021-05-07T09:45:00Z,2021-05-07T12:45:00Z,90,NA,18.5,0.8,17.862,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.07945,-67.09266,38,13.6,2021-11-26T08:44:00Z,2021-11-26T11:44:00Z,2021-12-13T12:02:00Z,2021-12-13T15:02:00Z,Y,Y,clean,0,none,Y,Y,2.3,VR2W_106527_20211213_1.csv,NA
SCR-O-04,Saint Croix River,estuary,106545,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.08009,-67.08752,45° 4.805',-67° 5.251',45.08026,-67.0872,2021-05-07T09:41:00Z,2021-05-07T12:41:00Z,89,NA,13,0.8,12.3898,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.07995,-67.0871,37,11.3,2021-11-26T08:36:00Z,2021-11-26T11:36:00Z,2021-12-13T12:18:00Z,2021-12-13T15:18:00Z,Y,Y,clean,10,ciona,Y,Y,2.3,VR2W_106545_20211213_1.csv,NA
SCR-U-01,Saint Croix River,river,123515,VR2W,NA,NA,gate,July,river,NA,NA,NA,NA,shore,"Wilson, B.; Black, M.",45.18455,-67.29147,NA,NA,45.18455,-67.29147,2021-06-15T13:13:00Z,2021-06-15T16:13:00Z,na,NA,2,0.8,1.4,redeployed,y,recovered,shore,"Black, M.; Wilson, B.",45.18454,-67.2914,709,NA,2021-07-08T09:43:00Z,2021-07-08T12:43:00Z,2021-07-08T11:25:00Z,2021-07-08T14:25:00Z,Y,Y,clean,0,none,Y,Y,0.8,VR2W_123515_20210708_2.csv,river bend; station entered as SCR-I-00 in VUE; exported new file as .csv with corrected station
SCR-U-02,Saint Croix River,river,482652,VR2Tx,62652,A69-1601-62652,gate,July,river,NA,NA,NA,NA,from shore,"Wilson, B.; Black, M.",45.18104,-67.29134,45° 10.863',-67° 17.480',45.18949,-67.28677,2021-06-15T12:14:00Z,2021-06-15T15:13:00Z,NA,NA,1.5,0.8,0.9,NA,Y,recovered,shore,"Black, M.; Wilson, B.",45.18944,-67.28677,708,NA,2021-07-08T08:51:00Z,2021-07-08T11:51:00Z,2021-07-08T11:04:00Z,2021-07-08T14:04:00Z,Y,Y,clean,0,none,Y,y,0.9,VR2Tx_482652_20210708_2.csv,Dover Hill park; station entered as SCR-I-01 in VUE; exported new file as .csv with corrected station
SHO-01,Head Harbour Passage,outer bay,122376,VR2W,NA,NA,point,November,seal haul-out,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.03267,-66.90871,45° 1.960',-66° 54.522',45.03205,-66.91198,2021-05-06T17:39:00Z,2021-05-06T20:39:00Z,80,NA,12.2,0.8,11.6101,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.0311,-66.91239,na,7.2,2021-11-27T13:30:00Z,2021-11-27T16:30:00Z,2021-12-13T12:14:00Z,2021-12-13T15:14:00Z,Y,Y,light,0,hydrozoan,Y,Y,1.2,VR2W_122376_20211213_1.csv,NA
SHO-02,Head Harbour Passage,outer bay,122378,VR2W,NA,NA,point,November,seal haul-out,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",45.00091,-66.90305,45° 0.055',-66° 54.183',45.00162,-66.90353,2021-05-06T15:54:00Z,2021-05-06T18:54:00Z,69,NA,6.1,0.8,5.48723,NA,y,recovered,Salar,"Black, M.; Bradford, H.",45.00153,-66.90338,28,4.7,2021-11-26T09:44:00Z,2021-11-26T12:44:00Z,2021-11-26T09:30:00Z,2021-11-26T12:30:00Z,Y,Y,light,40,ulva,Y,Y,0.8,VR2W_122378_20211126_1.csv,NA
SHO-03,Head Harbour Passage,outer bay,122379,VR2W,NA,NA,point,November,seal haul-out,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.97769,-66.90896,44° 58.661',-66° 54.538',44.97754,-66.90992,2021-05-06T16:11:00Z,2021-05-06T19:11:00Z,70,NA,6.5,0.8,5.92309,NA,L,sunken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,float not spotted on recovery in early December
SHO-04,Head Harbour Passage,outer bay,122380,VR2W,NA,NA,point,November,seal haul-out,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.9635,-66.91975,44° 57.810',-66° 55.185',44.96298,-66.92021,2021-05-06T16:22:00Z,2021-05-06T19:22:00Z,71,NA,22.4,0.8,21.7925,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",44.96338,-66.92045,45,NA,2021-11-26T14:47:00Z,2021-11-26T17:47:00Z,2021-12-13T12:06:00Z,2021-12-13T15:06:00Z,Y,Y,light,10,hydrozoan,Y,y,2.5,VR2W_122380_20211213_1.csv,NA
SHO-05,Head Harbour Passage,outer bay,122382,VR2W,NA,NA,point,November,seal haul-out,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.94859,-66.94855,44° 56.915',-66° 56.913',44.95887,-66.92742,2021-05-06T16:30:00Z,2021-05-06T19:30:00Z,72,NA,3,0.8,2.37286,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",44.95906,-66.92747,na,NA,2021-11-26T15:05:00Z,2021-11-26T18:05:00Z,2021-12-13T13:21:00Z,2021-12-13T16:21:00Z,Y,Y,light,10,hydrozoan,Y,y,1.2,VR2W_122382_20211213_1.csv,NA
SHO-06,Fundy Isles,outer bay,134775,VR2W,NA,NA,point,November,seal haul-out,NA,NA,NA,NA,Eubalaena,"Wilson, B.; Black, M.",45.02195,-66.92268,NA,NA,45.02195,-66.92268,2021-05-13T11:28:00Z,2021-05-13T14:28:00Z,127,NA,1.4,0.8,0.82783,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.02195,-66.92268,44,NA,2021-11-26T14:10:00Z,2021-11-26T17:10:00Z,2021-12-13T12:10:00Z,2021-12-13T15:10:00Z,Y,Y,light,10,hydrozoan,Y,y,1.1,VR2W_134775_20211213_1.csv,NA
SHO-07,Fundy Isles,outer bay,134769,VR2W,NA,NA,point,November,seal haul-out,NA,NA,NA,NA,Eubalaena,"Wilson, B.; Black, M.",45.01132,-66.90241,NA,NA,45.01132,-66.90241,2021-05-14T11:47:00Z,2021-05-13T14:47:00Z,128,NA,16.1,0.8,15.5349,NA,Y,recovered,Salar,"Black, M.; Bradford, H.",45.01132,-66.90313,27,14.8,2021-11-26T09:29:00Z,2021-11-26T12:29:00Z,2021-11-26T09:37:00Z,2021-11-26T12:37:00Z,Y,Y,light,0,ulva,Y,Y,0.6,VR2W_134769_20211126_1.csv,NA
SHO-08,Head Harbour Passage,outer bay,104649,VR2W,NA,NA,point,November,seal haul-out,NA,NA,NA,NA,Eubalaena,"Wilson, B.; Black, M.",44.94523,-66.94689,NA,NA,44.947481,-66.950463,2021-09-17T13:25:00Z,2021-09-17T16:25:00Z,NA,NA,4.2,0.8,3.56443,NA,Y,recovered,Salar,"Black, M.; Bradford, H.",44.94668,-66.9508,29,11.3,2021-11-26T10:39:00Z,2021-11-26T13:39:00Z,2021-11-26T08:26:00Z,2021-11-26T11:26:00Z,Y,Y,clean,0,none,Y,Y,0.2,VR2W_104649_20211126_1.csv,NA
TS-01,Passamaquoddy Bay,inner bay,108838,VR2W,NA,NA,point,November,seal haul-out,NA,NA,NA,NA,Eubalaena,"Wilson, B.; Black, M.",45.066138,-67.012038,NA,NA,45.066117,-67.012217,2021-09-17T12:00:00Z,2021-09-17T15:00:00Z,NA,NA,9.6,0.8,8.95412,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.0657,-67.01158,24,14.2,2021-11-24T12:34:00Z,2021-11-24T15:34:00Z,2021-11-24T12:36:00Z,2021-11-24T15:36:00Z,Y,Y,light,10,hydrozoan,Y,Y,0.2,VR2W_108838_20211124_1.csv,NA
WBAT-01,Passamaquoddy Bay,inner bay,133268,VR2W,NA,NA,point,November,profiler,NA,NA,NA,NA,Viola,"Wilson, B.; Black, M.",45.01514,-66.97795,NA,NA,45.01597,-66.98015,2021-07-30T10:52:00Z,2021-07-30T13:52:00Z,NA,30,32.4,0.8,31.7576,NA,Y,recovered,Viola,"Black, M.; Bradford, H.",45.01597,-66.98015,NA,30,2021-11-01T11:11:00Z,2021-11-01T14:11:00Z,2021-11-02T14:34:00Z,2021-11-02T17:34:00Z,Y,Y,clean,0,none,Y,y,0.6,VR2W_133268_20211102_1.csv,NA
WETLAB-01,SABS,NA,134767,VR2W,NA,NA,point,November,tester,NA,NA,NA,NA,shore,"Wilson, B.",45.08097,-67.08392,45° 4.858',-67° 5.035',45.080973,-67.083921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,y,clean,0,none,y,y,NA,NA,NA
WP-I-01,Western Passage,inner bay,548175,VR2AR,60639,A69-1601-60639,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.97852,-67.04841,44° 58.711',-67° 2.905',44.97855,-67.04841,2021-05-06T09:51:00Z,2021-05-06T12:51:00Z,37,NA,5.6,2.5,5.02196,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.9779,-67.04817,67,NA,2021-11-30T09:46:00Z,2021-11-30T12:46:00Z,2021-12-10T14:26:00Z,2021-12-10T17:26:00Z,Y,Y,heavy,75,ciona,Y,Y,7.2,VR2AR_548175_20211210_1.csv,NA
WP-I-02,Western Passage,inner bay,548176,VR2AR,60640,A69-1601-60640,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.97787,-67.04237,44° 58.672',-67° 2.542',44.97804,-67.04251,2021-05-06T09:49:00Z,2021-05-06T12:49:00Z,36,NA,28.8,2.5,28.1649,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.97762,-67.04185,66,NA,2021-11-30T09:41:00Z,2021-11-30T12:41:00Z,2021-12-10T13:45:00Z,2021-12-10T16:45:00Z,Y,Y,medium,50,ciona,Y,Y,10.4,VR2AR_548176_20211210_1.csv,NA
WP-I-03,Western Passage,inner bay,548177,VR2AR,60641,A69-1601-60641,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.9772,-67.03621,44° 58.632',-67° 2.172',44.97749,-67.03624,2021-05-06T09:46:00Z,2021-05-06T12:46:00Z,35,NA,71.8,2.5,71.1506,NA,N,recovered,fisherman,fisherman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP-I-03B,Western Passage,inner bay,549013,VR2AR,61477,A69-1601-61477,gate,November,bay,NA,NA,NA,NA,Salar,"Wilson, B.; Black, M.",44.977197,-67.036206,44° 58.632',-67° 2.172',44.97734,-67.03645,2021-08-27T13:42:00Z,2021-08-27T16:42:00Z,732,NA,71.8,2.5,71.1506,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.97695,-67.03635,65,NA,2021-11-30T09:31:00Z,2021-11-30T12:31:00Z,2021-12-03T16:47:00Z,2021-12-03T19:47:00Z,Y,Y,light,0,none,Y,Y,2.7,VR2AR_549013_20211203_1.csv,NA
WP-I-04,Western Passage,inner bay,548178,VR2AR,60642,A69-1601-60642,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.97651,-67.0299,44° 58.591',-67° 1.794',44.97657,-67.03006,2021-05-06T09:44:00Z,2021-05-06T12:44:00Z,34,NA,74.6,2.5,73.9768,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.97613,-67.03008,64,NA,2021-11-30T09:25:00Z,2021-11-30T12:25:00Z,2021-12-10T14:06:00Z,2021-12-10T17:06:00Z,Y,Y,light,0,none,Y,Y,10.3,VR2AR_548178_20211210_1.csv,NA
WP-I-05,Western Passage,inner bay,548179,VR2AR,60643,A69-1601-60643,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.97584,-67.02373,44° 58.550',-67° 1.424',44.9757,-67.02396,2021-05-06T09:41:00Z,2021-05-06T12:41:00Z,33,NA,54.2,2.5,53.637,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.9725,-67.02563,na,NA,2021-11-30T09:06:00Z,2021-11-30T12:06:06Z,2021-12-10T14:08:00Z,2021-12-10T17:08:00Z,Y,Y,light,0,none,Y,Y,8.6,VR2AR_548179_20211210_1.csv,NA
WP-O-01,Western Passage,inner bay,548180,VR2AR,60644,A69-1601-60644,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.94566,-67.03074,44° 56.740',-67° 1.844',44.94564,-67.03052,2021-05-06T10:10:00Z,2021-05-06T13:10:00Z,38,NA,6.6,2.5,5.96644,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.94527,-67.02988,660,NA,2021-07-05T10:04:00Z,2021-07-05T13:04:00Z,2021-07-05T12:59:00Z,2021-07-05T15:59:00Z,Y,Y,light,20,hydrozoan,Y,y,2.9,VR2AR_548180_20210705_1.csv,NA
WP-O-01B,Western Passage,inner bay,548645,VR2AR,61109,A69-1601-61109,gate,November,bay,NA,NA,NA,NA,Salar,"Wilson, B.; Black, M.",44.94566,-67.030741,44° 56.740',-67° 1.844',44.94534,-67.03072,2021-08-27T14:26:00Z,2021-08-27T17:26:00Z,737,NA,2.4,2.5,1.78578,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.9452,-67.03048,68,9.8,2021-11-30T10:02:00Z,2021-11-30T13:02:00Z,2021-12-03T16:52:00Z,2021-12-03T19:52:00Z,Y,Y,light,20,hydrozoan,Y,Y,2,VR2AR_548645_20211203_1.csv,NA
WP-O-02,Western Passage,inner bay,548181,VR2AR,60645,A69-1601-60645,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.94874,-67.02571,44° 56.925',-67° 1.543',44.94871,-67.02572,2021-05-06T10:13:00Z,2021-05-06T13:13:00Z,39,NA,28.4,2.5,27.8178,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.94838,-67.02572,659,NA,2021-07-05T09:59:00Z,2021-07-05T12:59:00Z,2021-07-05T12:53:00Z,2021-07-05T15:53:00Z,Y,Y,clean,0,none,Y,y,3.6,VR2AR_548181_20210705_1.csv,NA
WP-O-02B,Western Passage,inner bay,549291,VR2AR,60133,A69-1601-60133,gate,November,bay,NA,NA,NA,NA,Salar,"Wilson, B.; Black, M.",44.948744,-67.025713,44° 56.925',-67° 1.543',44.94864,-67.02548,2021-08-27T14:19:00Z,2021-08-27T17:19:00Z,736,NA,28.5,2.5,27.9318,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.948480000000004,-67.02546,63,NA,2021-11-29T14:01:00Z,2021-11-29T17:01:00Z,2021-11-29T14:26:00Z,2021-11-29T17:26:00Z,Y,Y,clean,0,none,Y,Y,2.4,VR2AR_549291_20211129_1.csv,NA
WP-O-03,Western Passage,inner bay,548182,VR2AR,60646,A69-1601-60646,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.95173,-67.02085,44° 57.104',-67° 1.251',44.95222,-67.02118,2021-05-06T10:16:00Z,2021-05-06T13:16:00Z,40,NA,64.1,2.5,63.4968,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.95242,-67.02173,658,NA,2021-07-05T09:53:00Z,2021-07-05T12:53:00Z,2021-07-05T12:49:00Z,2021-07-05T15:49:00Z,Y,Y,clean,0,none,Y,y,3.5,VR2AR_548182_20210705_1.csv,NA
WP-O-03B,Western Passage,inner bay,549292,VR2AR,60134,A69-1601-60134,gate,November,bay,NA,NA,NA,NA,Salar,"Wilson, B.; Black, M.",44.951731,-67.020846,44° 57.104',-67° 1.251',44.95166,-67.02068,2021-08-27T14:08:00Z,2021-08-27T17:08:00Z,735,NA,63.6,2.5,63.0424,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.9512,-67.02076,62,NA,2021-11-29T13:53:00Z,2021-11-29T16:53:00Z,2021-11-29T14:22:00Z,2021-11-29T17:22:00Z,Y,Y,clean,0,none,Y,y,2.2,VR2AR_549292_20211129_1.csv,NA
WP-O-04,Western Passage,inner bay,548183,VR2AR,60647,A69-1601-60647,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.95484,-67.01578,44° 57.290',-67° 0.947',44.95528,-67.01599,2021-05-06T10:19:00Z,2021-05-06T13:19:00Z,41,NA,117.6,2.5,117.003,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.95496,-67.015588,657,NA,2021-07-05T09:42:00Z,2021-07-05T12:42:00Z,2021-07-05T12:37:00Z,2021-07-05T15:37:00Z,Y,Y,clean,0,none,Y,y,3.1,VR2AR_548183_20210705_1.csv,NA
WP-O-04B,Western Passage,inner bay,549334,VR2AR,60203,A69-1601-60203,gate,November,bay,NA,NA,NA,NA,Salar,"Wilson, B.; Black, M.",44.954839,-67.01578,44° 57.290',-67° 0.947',44.95477,-67.01598,2021-08-27T14:02:00Z,2021-08-27T17:02:00Z,734,NA,118.7,2.5,118.056,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.95463,-67.0161,61,NA,2021-11-29T13:47:00Z,2021-11-29T16:47:00Z,2021-11-29T14:17:00Z,2021-11-29T17:17:00Z,Y,Y,clean,0,none,Y,y,2.1,VR2AR_549334_20211129_1.csv,NA
WP-O-05,Western Passage,inner bay,548184,VR2AR,60648,A69-1601-60648,gate,November,bay,NA,NA,NA,NA,Groundskeeper,"Wilson, B.; Black, M.",44.95795,-67.01071,44° 57.477',-67° 0.642',44.95805,-67.01063,2021-05-06T10:23:00Z,2021-05-06T13:23:00Z,42,NA,75.1,2.5,74.5324,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",44.95741,-67.01021,656,NA,2021-07-05T09:35:00Z,2021-07-05T12:35:00Z,2021-07-05T11:41:00Z,2021-07-05T14:41:00Z,Y,Y,light,20,hydrozoan,Y,y,2.9,VR2AR_548184_20210705_1.csv,NA
WP-O-05B,Western Passage,inner bay,548647,VR2AR,61111,A69-1601-61111,gate,November,bay,NA,NA,NA,NA,Salar,"Wilson, B.; Black, M.",44.957952,-67.010705,44° 57.477',-67° 0.642',44.95799,-67.01116,2021-08-27T13:55:00Z,2021-08-27T16:55:00Z,733,NA,75.1,2.5,74.5324,NA,L,adrift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,struck down at 72m likely caught in ghost gear; released on Nov 29 and now adrift
WR-01,Saint Croix River,estuary,110156,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,Princecraft,"Wilson, B.; Black, M.",45.17912,-67.14512,45° 10.747',-67° 8.707',45.17915,-67.14488,2021-05-03T12:43:00Z,2021-05-03T15:43:00Z,25,NA,6.8,0.8,6.20026,NA,Y,recovered,Salar,"Black, M.; Wilson, B.",45.17915,-67.14488,NA,NA,2021-12-01T13:10:00Z,2021-12-01T16:10:00Z,2021-12-13T12:08:00Z,2021-12-13T15:08:00Z,Y,Y,light,0,none,Y,Y,1.1,VR2W_110156_20211213_1.csv,"float and line fouled, barely afloat - retreived at low, slack"
WR-02,Saint Croix River,estuary,115087,VR2W,NA,NA,gate,November,river,NA,NA,NA,NA,ABCO,"Wilson, B.; Black, M.",NA,NA,NA,NA,45.18701,-67.14494,2021-07-13T11:00:00Z,2021-07-13T14:00:00Z,710,8,4.2,0.8,3.57957,NA,y,recovered,Salar,"Black, M.; Wilson, B.",45.18755,-67.14492,993,9,2021-11-19T13:55:00Z,2021-11-19T16:55:00Z,2021-11-19T16:00:00Z,2021-11-19T19:00:00Z,Y,Y,light,0,none,Y,Y,1.7,VR2W_115087_20211119_2.csv,"receiver not reinitialized for redeployment, all detections before July 14th belong to DP-O-01 (DI-01 in VUE)"
WR-O1B,Saint Croix River,estuary,548189,VR2AR,60653,A69-1601-60653,gate,April,river,NA,NA,NA,NA,Salar,"Wilson, B.; Black, M.",NA,NA,NA,NA,45.18403,-67.14455,2021-11-19T14:09:00Z,2021-11-19T17:09:00Z,994,8,3,2.5,2.3908,NA,Y,recovered,Salar,"Black, M.; Wilson, B.; English, G.",45.18403,-67.14455,NA,NA,2022-05-11T13:55:00Z,2021-11-19T16:55:00Z,2022-05-11T14:48:00Z,2022-05-11T17:48:00Z,Y,Y,light,0,none,Y,Y,NA,VR2AR_548189_20220511_1.csv,NA
MF-0002-01,Grand Manan,coastal,137217,VR2W,NA,NA,aqua,November,aqua,Cooke,2b,MF-0002,Farmer's Ledge,Cooke,Cooke,44.72077,-66.72543,44° 43.246',-66° 43.526',44.72077,-66.72543,2021-05-06T12:00:00Z,2021-05-06T09:00:00Z,NA,NA,9.2,1.1,7.4,NA,Y,recovered,Cooke,Cooke,44.72077,-66.72543,NA,NA,2021-12-20T12:00:00Z,2021-12-20T15:00:00Z,2022-01-07T11:50:00Z,2022-01-07T14:50:00Z,Y,Y,NA,NA,NA,Y,y,0.8,VR2W_137217_20220107_1.csv,NA
MF-0012-01,Beaver Harbour,coastal,134776,VR2W,NA,NA,aqua,November,aqua,Cooke,3a,MF-0012,Drew's Cove,Cooke,Cooke,45.06603,-66.73428,45° 3.962',-66° 44.057',45.06603,-66.73428,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,6.9,1.1,7.4,NA,Y,recovered,Cooke,Cooke,45.06603,-66.73428,NA,NA,2021-12-22T12:00:00Z,2021-12-22T15:00:00Z,2021-12-23T15:20:00Z,2021-12-23T18:20:00Z,Y,Y,NA,NA,NA,Y,y,0.7,VR2W_134776_20211223_1.csv,NA
MF-0016-01,Limekiln Harbour,outer bay,136203,VR2W,NA,NA,aqua,November,aqua,Mowi,2a,MF-0016,Grand Manan,Eubalaena,"Wilson, B.; Black, M.",45.06117,-66.81453,45° 3.670',-66° 48.872',45.06084,-66.81453,2021-04-30T14:00:00Z,2021-04-30T17:00:00Z,21,NA,19.1,1.1,7.4,NA,y,recovered,Viola,"Black, M.; Wilson, B.; Bradford, H.",45.0611,-66.8141,13,23.2,2021-11-23T11:48:00Z,2021-11-23T14:48:00Z,2021-11-23T13:51:00Z,2021-11-23T16:51:00Z,Y,Y,light,20,jingle shells,Y,y,0.6,VR2W_136203_20211123_1.csv,NA
MF-0020-01,Limekiln Harbour,outer bay,137212,VR2W,NA,NA,aqua,November,aqua,Mowi,2a,MF-0020,Limekiln - Jail Island,Eubalaena,"Wilson, B.; Black, M.",45.06139,-66.83105,45° 3.683',-66° 49.863',45.06132,-66.83128,2021-04-30T13:31:00Z,2021-04-30T16:31:00Z,19,NA,14.4,1.1,7.4,NA,y,recovered,Viola,"Black, M.; Wilson, B.; Bradford, H.",45.06132,-66.83102,12,10.7,2021-11-23T11:38:00Z,2021-11-23T14:38:00Z,2021-11-23T13:58:00Z,2021-11-23T16:58:00Z,Y,Y,heavy,70,ciona,Y,y,0.6,VR2W_137212_20211123_1.csv,NA
